Date,High,Low,Open,Close,Volume,Adj Close,Outlier,Outlier_Intensity
2021-02-24,91.70999908447266,44.70000076293945,44.70000076293945,91.70999908447266,83111700,91.70999908447266,1,0.02127296115892574
2021-02-25,184.67999267578125,101.0,169.55999755859375,108.7300033569336,150308800,108.7300033569336,-1,-0.012556937958247083
2021-02-26,142.89999389648438,86.0,117.45999908447266,101.73999786376952,91963000,101.73999786376952,-1,-0.005993735983577109
2021-03-01,133.99000549316406,99.97000122070312,104.54000091552734,120.4000015258789,49597300,120.4000015258789,1,0.011703905704810946
2021-03-02,133.19999694824222,112.1999969482422,116.93000030517578,118.18000030517578,33640400,118.18000030517578,1,0.004746015366640766
2021-03-03,127.75,113.12000274658205,122.51000213623048,124.18000030517578,19173700,124.18000030517578,-1,-0.001325365544319168
2021-03-04,147.8699951171875,115.3000030517578,125.0,132.35000610351562,32473600,132.35000610351562,-1,-0.015659573739339683
2021-03-05,151.52999877929688,127.5,128.16999816894528,137.74000549316406,30660200,137.74000549316406,-1,-0.02727580450660272
2021-03-08,210.8699951171875,146.10000610351562,154.88999938964844,194.5,63424800,194.5,-1,-0.012412500750606736
2021-03-09,249.8500061035156,208.50999450683597,217.7100067138672,246.8999938964844,38725800,246.8999938964844,-1,-0.08982594728794036
2021-03-10,348.5,172.0,269.42999267578125,265.0,71361900,265.0,-1,-0.05997745079949912
2021-03-11,281.5,232.6000061035156,241.63999938964844,260.0,28186000,260.0,-1,-0.07748780707076264
2021-03-12,295.5,262.26998901367193,275.0,264.5,25760700,264.5,-1,-0.05381602805514596
2021-03-15,283.0,206.0,277.51998901367193,220.13999938964844,24100400,220.13999938964844,-1,-0.03148502335619163
2021-03-16,220.6999969482422,172.35000610351562,203.16000366210938,208.1699981689453,35241900,208.1699981689453,-1,-0.0009521552401138278
2021-03-17,231.47000122070312,204.0,217.83999633789062,209.80999755859372,16259300,209.80999755859372,-1,-0.004087242025578308
2021-03-18,218.8800048828125,195.6499938964844,214.0,201.75,11764900,201.75,1,0.003270965216172872
2021-03-19,227.0,182.66000366210938,195.72999572753903,200.2700042724609,24552100,200.2700042724609,1,0.0025391457745337354
